record_type,facet,component,source_id,source_title_or_spec,source_kind,screening_status,current_evidence_level,supported_claim_or_status,limitations,argo_connection,missing_full_read_or_experiment,contribution_tag,tag_status,local_basis,note
facet_evidence,observability,,alphaxiv:2607.12301,XScientist: A Git-Like Research Protocol for Long-Running Autonomous Scientific Discovery,paper,recorded_full_read,FULL_PAPER_READ,"XScientist describes a portable research artifact containing an exploration DAG, per-node code/outputs, claim-to-evidence anchors, content hashes, provenance, and re-execution hooks.","Structured report retained at `paper/sources/reports/2607.12301.txt` (20859 bytes; SHA-256 `414040067134dde9a6ec379dae22eb5319ac88a6dfc526a2b72c74f8cf193dd6`). The private source receipt binds version `v1`, `paper/sources/arxiv/2607.12301.tar.gz` (13573 bytes; SHA-256 `b251378df9c83f62fb0deefadaad05600246359dc18c5461925a3cc2e58c9c10`), extracted TeX under `paper/sources/tex/2607.12301`, and member manifest SHA-256 `9438b7725b210cb70749b8a2b3c85e595c4e4c5af3c4440d3d8fd077aa04eb58`. The scoped current-claim locator(s) pass private source-file, line-slice, excerpt-hash, and semantic review. This system/protocol report narrows aggregate portable-artifact and claim-to-node lineage originality; it does not prove ARGO implementation, completeness, or scientific correctness. The raw report’s email-as-affiliation statement is rejected by the correction receipt.",Direct prior work for forkable research artifacts and manuscript claims linked to experiment nodes.,"Isolate ARGO’s exact answered-run, contrast, authority, and build residual; compare schema completeness, replay, missing artifacts, and fork lineage.",,,paper/sources/prior-work-round3-source-receipts.json (SHA-256 5ab6543adb8a19390e50ac615676e6f5dce77d282f3e3da633dae1ffb2f8c217); paper/sources/reports/2607.12301.txt (20859 bytes; SHA-256 414040067134dde9a6ec379dae22eb5319ac88a6dfc526a2b72c74f8cf193dd6); paper/sources/arxiv/2607.12301.tar.gz (13573 bytes; SHA-256 b251378df9c83f62fb0deefadaad05600246359dc18c5461925a3cc2e58c9c10); extracted TeX: paper/sources/tex/2607.12301; members manifest SHA-256 9438b7725b210cb70749b8a2b3c85e595c4e4c5af3c4440d3d8fd077aa04eb58; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154; paper/sources/arxiv-metadata-prior-work-round3-receipt.json SHA-256 b44dcc8e8dad8714025b673e406728fe89e0727012b639f74952617de2cc0060; paper/sources/arxiv-metadata-prior-work-round3.xml SHA-256 3318ca4768df34fd4977574c97045dafe11b3548bb49da7279c8f22b94a0f1ef,
facet_evidence,observability,,alphaxiv:2605.26340,ScientistOne: Towards Human-Level Autonomous Research via Chain-of-Evidence,paper,recorded_full_read,FULL_PAPER_READ,ScientistOne defines claim-specific evidence-chain shapes and uses an evidence-tagged research representation plus a post-composition claim verifier before final promotion.,"Structured report retained at `paper/sources/reports/2605.26340.txt` (20121 bytes; SHA-256 `00f28e35ed8d4abc66eccbc74d95959787930f255508b81bf4a2d0296d3db528`). The private source receipt binds version `v1`, `paper/sources/arxiv/2605.26340.tar.gz` (5194857 bytes; SHA-256 `0655a648b6dca95979204e19939aedae232e99e98862cc62898f0b8c5e7da9db`), extracted TeX under `paper/sources/tex/2605.26340`, and member manifest SHA-256 `8678ff5d11ffdd25eb018c21123f72650222f5bae27a4c8831c216a175e3cfce`. The scoped current-claim locator(s) pass private source-file, line-slice, excerpt-hash, and semantic review. The claim taxonomy is explicitly non-exhaustive, and citation verification includes model-judged abstract entailment; reported system effects are not ARGO evidence.","Direct prior work for claim-typed evidence, evidence-tagged intermediate representations, and draft-to-evidence verification.","Compare deterministic versus model-judged checks; isolate ARGO’s source-byte, exact-contrast, authority, and immutable-build residual with negative fixtures.",,,paper/sources/prior-work-round3-source-receipts.json (SHA-256 5ab6543adb8a19390e50ac615676e6f5dce77d282f3e3da633dae1ffb2f8c217); paper/sources/reports/2605.26340.txt (20121 bytes; SHA-256 00f28e35ed8d4abc66eccbc74d95959787930f255508b81bf4a2d0296d3db528); paper/sources/arxiv/2605.26340.tar.gz (5194857 bytes; SHA-256 0655a648b6dca95979204e19939aedae232e99e98862cc62898f0b8c5e7da9db); extracted TeX: paper/sources/tex/2605.26340; members manifest SHA-256 8678ff5d11ffdd25eb018c21123f72650222f5bae27a4c8831c216a175e3cfce; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154; paper/sources/arxiv-metadata-prior-work-round3-receipt.json SHA-256 b44dcc8e8dad8714025b673e406728fe89e0727012b639f74952617de2cc0060; paper/sources/arxiv-metadata-prior-work-round3.xml SHA-256 3318ca4768df34fd4977574c97045dafe11b3548bb49da7279c8f22b94a0f1ef,
facet_evidence,subagent orchestration,,alphaxiv:2608.23552,Prime Agent: A Self-Improving RLM Harness,paper,full_read,FULL_PAPER_READ,"Prime Agent defines the inherited information hierarchy, persistent IPython computation, recursive sessions, daemon continuity, Continual Harness, and long-horizon evaluation substrate.","Structured report retained at `paper/sources/reports/2608.23552.txt` (19150 bytes; SHA-256 `c52ab568da5f1e536e075612097ed3af4b14aec481e2cd7bd90b0b27374bfe93`). Raw arXiv TeX source is retained at `paper/sources/arxiv/2608.23552.tar.gz` (352183 bytes; SHA-256 `d938eb6ba4a9402e8e0bedaa0bd844f8f9813e8c1804762c07037a63629da32f`), with extracted TeX under `paper/sources/tex/2608.23552` and member manifest `paper/sources/tex/2608.23552/_archive_members.json` (SHA-256 `9fe6b3b61d384653e1ff7f0ed82af7e7eae0b6a4e4a905bbbc5133d25db315ec`). The scoped current-claim locator(s) pass byte, excerpt, and semantic review; broader claims require new locators. Architecture efficacy outside the reported tasks is not established.","Ancestry for recursive subagents, daemon-backed persistence, direct messages, and parallel work.","Restore receipt; evaluate fan-out/fan-in, stop/delete, model routing, result identity, failure recovery, token/cost attribution, and contamination.",,,paper/sources/report-receipts.json (SHA-256 c1ad0d25ab8fb9376b587f14a9ae9178d161cd6c98cb1964e0f0732a43852702); paper/sources/reports/2608.23552.txt (19150 bytes; SHA-256 c52ab568da5f1e536e075612097ed3af4b14aec481e2cd7bd90b0b27374bfe93); paper/sources/arxiv-source-receipts.json (SHA-256 b834a623e29036dbe96ff7eee860d8efdb9976db7947ab6f4c3a054f3142f42b); paper/sources/arxiv/2608.23552.tar.gz (352183 bytes; SHA-256 d938eb6ba4a9402e8e0bedaa0bd844f8f9813e8c1804762c07037a63629da32f); paper/sources/tex/2608.23552/_archive_members.json (SHA-256 9fe6b3b61d384653e1ff7f0ed82af7e7eae0b6a4e4a905bbbc5133d25db315ec); extracted TeX: paper/sources/tex/2608.23552; docs/argo/migration-state.json; docs/argo/research-foundations.md; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154; paper/sources/arxiv-metadata-receipt.json SHA-256 923412f29b30d810527d047b98094d8ffc020a789723f312821b9b09bca3951a,
facet_evidence,subagent orchestration,,alphaxiv:2502.18864,Accelerating scientific discovery with Co-Scientist,paper,recorded_full_read,FULL_PAPER_READ,"The system uses specialized generation, reflection, ranking, proximity, evolution, and meta-review agents to compete hypotheses.","Structured report retained at `paper/sources/reports/2502.18864.txt` (19875 bytes; SHA-256 `ea9925730d70d4628d7881c35ee2890b4eb327f3ae5715573e63b6fd87f0ded9`). arXiv returned no source TeX for this record; the retained fallback is PDF `paper/sources/arxiv/2502.18864.pdf` (5885207 bytes; SHA-256 `e603a77c9d2bdfb528313e4cf35405b72261e018a70da724fcebca94c96e4716`), with extracted text `paper/sources/tex/2502.18864/paper.txt` (SHA-256 `8fddd1b50f4adebf97bec0493fb0edf7b82886883cb86c2adede4caa505629bb`). Source TeX remains unavailable. The scoped current-claim locator(s) pass byte, excerpt, and semantic review; broader claims require new locators. ARGO has not yet run a matched evaluation of its proposed design-competition variant.","Prior work for specialized roles in generation, reflection, ranking, proximity, evolution, and meta-review.",Restore receipt; ablate roles/topologies; compare same-model and heterogeneous routing; measure complementarity rather than agent vote.,,,paper/sources/report-receipts.json (SHA-256 c1ad0d25ab8fb9376b587f14a9ae9178d161cd6c98cb1964e0f0732a43852702); paper/sources/reports/2502.18864.txt (19875 bytes; SHA-256 ea9925730d70d4628d7881c35ee2890b4eb327f3ae5715573e63b6fd87f0ded9); paper/sources/arxiv-source-receipts.json (SHA-256 b834a623e29036dbe96ff7eee860d8efdb9976db7947ab6f4c3a054f3142f42b); paper/sources/arxiv/2502.18864.pdf (5885207 bytes; SHA-256 e603a77c9d2bdfb528313e4cf35405b72261e018a70da724fcebca94c96e4716); paper/sources/tex/2502.18864/paper.txt (SHA-256 8fddd1b50f4adebf97bec0493fb0edf7b82886883cb86c2adede4caa505629bb); source TeX unavailable; docs/argo/migration-state.json; docs/argo/research-foundations.md; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154; paper/sources/arxiv-metadata-receipt.json SHA-256 923412f29b30d810527d047b98094d8ffc020a789723f312821b9b09bca3951a,
facet_evidence,subagent orchestration,,openalex:10.48550/arxiv.2411.04468,Magentic-One: A Generalist Multi-Agent System for Solving Complex Tasks,paper candidate,full_read_candidate,DISCOVERY_ONLY,No paper claim is supported. The locally retrieved title/abstract only makes this a candidate for the mapped facet.,"Discovery metadata is not a full read and cannot support detailed method, result, or design-selection claims.",Full-read candidate for an orchestrator directing specialized agents and replanning after errors.,Focused full read; matched comparison against native recursive-session topology with recovery/cost/fresh-context controls.,,,.argo-research/literature/harness-foundations-2026-09-02/corpus-index.json,
facet_evidence,normative constraints,,alphaxiv:2606.13662,EurekAgent,paper,recorded_full_read,FULL_PAPER_READ,"EurekAgent frames permissions, artifacts, budgets, and human supervision as environment engineering.","Structured report retained at `paper/sources/reports/2606.13662.txt` (22317 bytes; SHA-256 `6f3c84e701b968353f92645d9611829fa78d4ca26ebec907389fb64579717a44`). Raw arXiv TeX source is retained at `paper/sources/arxiv/2606.13662.tar.gz` (6593120 bytes; SHA-256 `9172c8ec9509d3281c05c3c31eaa2ee35ac19439e3b61d4ae7f5f0a5e5fb6392`), with extracted TeX under `paper/sources/tex/2606.13662` and member manifest `paper/sources/tex/2606.13662/_archive_members.json` (SHA-256 `f4c68ee1c4dd538397ac66664e06ae2fb029dec6901a4919c175925cbbca664e`). The scoped current-claim locator(s) pass byte, excerpt, and semantic review; broader claims require new locators. Environment engineering alone does not supply ARGO scientific-admission or scope logic.","Prior-work basis for explicit permissions, artifact boundaries, budgets, and human supervision.","Restore receipt; compare prompt-only constraints with host-owned typed policy, sandbox/capability controls, and independent monitors.",,,paper/sources/report-receipts.json (SHA-256 c1ad0d25ab8fb9376b587f14a9ae9178d161cd6c98cb1964e0f0732a43852702); paper/sources/reports/2606.13662.txt (22317 bytes; SHA-256 6f3c84e701b968353f92645d9611829fa78d4ca26ebec907389fb64579717a44); paper/sources/arxiv-source-receipts.json (SHA-256 b834a623e29036dbe96ff7eee860d8efdb9976db7947ab6f4c3a054f3142f42b); paper/sources/arxiv/2606.13662.tar.gz (6593120 bytes; SHA-256 9172c8ec9509d3281c05c3c31eaa2ee35ac19439e3b61d4ae7f5f0a5e5fb6392); paper/sources/tex/2606.13662/_archive_members.json (SHA-256 f4c68ee1c4dd538397ac66664e06ae2fb029dec6901a4919c175925cbbca664e); extracted TeX: paper/sources/tex/2606.13662; docs/argo/migration-state.json; docs/argo/research-foundations.md; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154; paper/sources/arxiv-metadata-receipt.json SHA-256 923412f29b30d810527d047b98094d8ffc020a789723f312821b9b09bca3951a,
facet_evidence,normative constraints,,local:argo-decision-contract,ARGO autonomous research-decision contract,internal design spec,local_design_contract,PRIMARY_SPEC_OR_CODE,"The current design requires explicit authority, legality, identifiability, evidence, mechanism-distinct competition, comparability, information value, independent attack, preregistration, and scoped assimilation.","This is a design contract, not an implemented native gate and not independent evidence that the design improves outcomes.","Current internal contract specifies authority, legality/ethics, identifiability, evidence, comparability, independent attack, preregistration, and scoped conclusions.","Implement host enforcement; test illegal/unlicensed/privacy/misleading designs, authority bypass, scope inflation, and fail-closed recovery.",,,docs/argo/research-decision-contract.md (SHA-256 07be81241e30682d913c5e3a34ba5fbf34478f51418127212b2d4d977edf94de),
facet_evidence,normative constraints,,alphaxiv:2607.10878,LOGOS: A Living Logic for AI Agent Teams That Evolve With Humans,paper candidate,full_read_candidate,DISCOVERY_ONLY,No paper claim is supported. The locally retrieved title/abstract only makes this a candidate for the mapped facet.,"Discovery metadata is not a full read and cannot support detailed method, result, or design-selection claims.","Full-read candidate for versioned packs, event traces, fail-closed verification, held-out evidence, human policy, and explicit promotion authorization.","Focused full read; compare its authority/promotion model with ARGO dual-refine; test contamination, rollback, and cross-instance promotion.",,,.argo-research/literature/harness-foundations-2026-09-02/corpus-index.json,
facet_evidence,normative constraints,,alphaxiv:2605.20874,Governance by Construction for Generalist Agents,paper candidate,unscreened,DISCOVERY_ONLY,No paper claim is supported. The locally retrieved title/abstract only makes this a candidate for the mapped facet.,"Discovery metadata is not a full read and cannot support detailed method, result, or design-selection claims.","Discovery candidate for policy interventions at planning, prompt, tool-call, approval, and output checkpoints.","Screen/full-read; test each enforcement point independently; measure bypasses, false blocks, and policy composition.",,,.argo-research/literature/harness-foundations-2026-09-02/corpus-index.json,
facet_evidence,normative constraints,,alphaxiv:2606.26298,"Governing Actions, Not Agents: Institutional Attestation as a Governance Model for Autonomous AI Systems",paper candidate,unscreened,DISCOVERY_ONLY,No paper claim is supported. The locally retrieved title/abstract only makes this a candidate for the mapped facet.,"Discovery metadata is not a full read and cannot support detailed method, result, or design-selection claims.",Discovery candidate for independent attestation at consequential-action boundaries.,"Screen/full-read; formalize which ARGO actions require external attestation; test intent binding, authority, replay, and tamper evidence.",,,.argo-research/literature/harness-foundations-2026-09-02/corpus-index.json,
facet_evidence,decision heuristics,,alphaxiv:2502.18864,Accelerating scientific discovery with Co-Scientist,paper,recorded_full_read,FULL_PAPER_READ,"The system uses specialized generation, reflection, ranking, proximity, evolution, and meta-review agents to compete hypotheses.","Structured report retained at `paper/sources/reports/2502.18864.txt` (19875 bytes; SHA-256 `ea9925730d70d4628d7881c35ee2890b4eb327f3ae5715573e63b6fd87f0ded9`). arXiv returned no source TeX for this record; the retained fallback is PDF `paper/sources/arxiv/2502.18864.pdf` (5885207 bytes; SHA-256 `e603a77c9d2bdfb528313e4cf35405b72261e018a70da724fcebca94c96e4716`), with extracted text `paper/sources/tex/2502.18864/paper.txt` (SHA-256 `8fddd1b50f4adebf97bec0493fb0edf7b82886883cb86c2adede4caa505629bb`). Source TeX remains unavailable. The scoped current-claim locator(s) pass byte, excerpt, and semantic review; broader claims require new locators. ARGO has not yet run a matched evaluation of its proposed design-competition variant.",Prior work for generation/reflection/ranking/proximity/evolution/meta-review as explicit hypothesis-search operators.,"Restore receipt; preregister mechanism-distinct proposal and selection comparisons; measure information gain, diversity, invalidity, cost, and correction latency.",,,paper/sources/report-receipts.json (SHA-256 c1ad0d25ab8fb9376b587f14a9ae9178d161cd6c98cb1964e0f0732a43852702); paper/sources/reports/2502.18864.txt (19875 bytes; SHA-256 ea9925730d70d4628d7881c35ee2890b4eb327f3ae5715573e63b6fd87f0ded9); paper/sources/arxiv-source-receipts.json (SHA-256 b834a623e29036dbe96ff7eee860d8efdb9976db7947ab6f4c3a054f3142f42b); paper/sources/arxiv/2502.18864.pdf (5885207 bytes; SHA-256 e603a77c9d2bdfb528313e4cf35405b72261e018a70da724fcebca94c96e4716); paper/sources/tex/2502.18864/paper.txt (SHA-256 8fddd1b50f4adebf97bec0493fb0edf7b82886883cb86c2adede4caa505629bb); source TeX unavailable; docs/argo/migration-state.json; docs/argo/research-foundations.md; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154; paper/sources/arxiv-metadata-receipt.json SHA-256 923412f29b30d810527d047b98094d8ffc020a789723f312821b9b09bca3951a,
facet_evidence,decision heuristics,,alphaxiv:2408.06292,The AI Scientist,paper,recorded_full_read,FULL_PAPER_READ,"The system covers idea generation, experimentation, writing, and review automation; the local read summary reports subtle code errors, positive bias, incomplete controls, and execution risks.","Structured report retained at `paper/sources/reports/2408.06292.txt` (23705 bytes; SHA-256 `8c3c440725ec913d6c4bf6fee36fe8b7700327d3993f9f1b729dde3304d03ddf`). Raw arXiv TeX source is retained at `paper/sources/arxiv/2408.06292.tar.gz` (11378199 bytes; SHA-256 `4ddccff8b6e49dec4c7bb219d4330f1faf47255b5b1b33d01f207eae23e119e9`), with extracted TeX under `paper/sources/tex/2408.06292` and member manifest `paper/sources/tex/2408.06292/_archive_members.json` (SHA-256 `cb9ec2246eacc624cd0a5579a2b5eb54e8ea92dc73aa3b7db47a5d151eaff9ec`). The scoped current-claim locator(s) pass byte, excerpt, and semantic review; broader claims require new locators. It is prior-work evidence, not evidence that ARGO fixes the reported failures.",Prior work and negative evidence for end-to-end autonomous idea/experiment/write/review loops.,Restore receipt; isolate which decision operators fail; use independent controls and no post-outcome rationale rewriting.,,,paper/sources/report-receipts.json (SHA-256 c1ad0d25ab8fb9376b587f14a9ae9178d161cd6c98cb1964e0f0732a43852702); paper/sources/reports/2408.06292.txt (23705 bytes; SHA-256 8c3c440725ec913d6c4bf6fee36fe8b7700327d3993f9f1b729dde3304d03ddf); paper/sources/arxiv-source-receipts.json (SHA-256 b834a623e29036dbe96ff7eee860d8efdb9976db7947ab6f4c3a054f3142f42b); paper/sources/arxiv/2408.06292.tar.gz (11378199 bytes; SHA-256 4ddccff8b6e49dec4c7bb219d4330f1faf47255b5b1b33d01f207eae23e119e9); paper/sources/tex/2408.06292/_archive_members.json (SHA-256 cb9ec2246eacc624cd0a5579a2b5eb54e8ea92dc73aa3b7db47a5d151eaff9ec); extracted TeX: paper/sources/tex/2408.06292; docs/argo/migration-state.json; docs/argo/research-foundations.md; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154; paper/sources/arxiv-metadata-receipt.json SHA-256 923412f29b30d810527d047b98094d8ffc020a789723f312821b9b09bca3951a,
facet_evidence,decision heuristics,,local:argo-decision-contract,ARGO autonomous research-decision contract,internal design spec,local_design_contract,PRIMARY_SPEC_OR_CODE,"The current design requires explicit authority, legality, identifiability, evidence, mechanism-distinct competition, comparability, information value, independent attack, preregistration, and scoped assimilation.","This is a design contract, not an implemented native gate and not independent evidence that the design improves outcomes.","Defines ARGO planned selection sequence and value-of-information criterion under authority, validity, evidence, and comparability constraints.","Implement immutable DecisionRecords; test alternative generation, preregistration time ordering, stop/reopen rules, and scoped assimilation on prospective tasks.",,,docs/argo/research-decision-contract.md (SHA-256 07be81241e30682d913c5e3a34ba5fbf34478f51418127212b2d4d977edf94de),
facet_evidence,decision heuristics,,local:named-heuristics,ReAct; Tree/Graph of Thoughts; Reflexion; LATS; Bayesian/value-of-information variants,candidate family named in protocol,named_only_not_retrieved,NONE,No source claim is supported; these names only define a comparison gap in the local review protocol.,"No source ID, retrieved artifact, abstract verification, or full read exists in the current local corpus.",Records the explicit missing comparison family; no claim can be made yet.,"Retrieve primary papers/specs, full-read with locators, compare assumptions and algorithms, then design matched planning/search/backtracking/stopping experiments.",,,"docs/argo/literature-review-protocol.md, Decision heuristics row",
facet_evidence,decision heuristics,,openalex:10.48550/arxiv.2309.02427,Cognitive Architectures for Language Agents,paper candidate,full_read_candidate,DISCOVERY_ONLY,No paper claim is supported. The locally retrieved title/abstract only makes this a candidate for the mapped facet.,"Discovery metadata is not a full read and cannot support detailed method, result, or design-selection claims.","Full-read candidate for modular memory, structured action space, and generalized decision process taxonomy.",Focused full read; map terminology without treating a taxonomy as performance evidence; derive testable operator comparisons.,,,.argo-research/literature/harness-foundations-2026-09-02/corpus-index.json,
facet_evidence,decision heuristics,,alphaxiv:2210.03629,ReAct: Synergizing Reasoning and Acting in Language Models,paper,recorded_full_read,FULL_PAPER_READ,ReAct interleaves reasoning traces with task-specific actions so reasoning updates plans and actions gather external information.,"Report `paper/sources/reports/2210.03629.txt` (22255 bytes; SHA-256 `e37e74df56d655c2d31e828452a5e4c4966dda52c20e6ea754011d0165c337ed`), exact version `v3`, archive SHA-256 `c81c6344ddae91fc0a36ea830c414ca72e3736ec02f84ccbd81ed7d7f67c0293`, and tracked locator source are retained. Reported benchmark effects are prior work, not ARGO evidence.","Foundation for interleaved research reasoning, tool action, observation, and plan revision.",Compare ReAct-style execution with graph-linked research design and outcome-driven retrieval under matched budgets.,,,paper/sources/foundations-round4-source-receipts.json (SHA-256 5420142a7260269e40c1e9b78b8a6bc3d234a12e2bdedfa6a0270138a5529695); paper/sources/reports/2210.03629.txt (22255 bytes; SHA-256 e37e74df56d655c2d31e828452a5e4c4966dda52c20e6ea754011d0165c337ed); paper/sources/arxiv/2210.03629.tar.gz (1286049 bytes; SHA-256 c81c6344ddae91fc0a36ea830c414ca72e3736ec02f84ccbd81ed7d7f67c0293); extracted TeX: paper/sources/tex/2210.03629; members manifest SHA-256 3e518b1caef6be3de9e690445ac917d69eeee34d8ce48da344bbbc56688a1207; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154; paper/sources/arxiv-metadata-foundations-round4-receipt.json SHA-256 69cfe6f5f9a1ad529f5c8a6b470970f6a4b89e1051a738cef5e1e992e1f74dda; paper/sources/arxiv-metadata-foundations-round4.xml SHA-256 e103e86e573e3b2fe29c1ceb2ad9d64a29e925039c7e0a5a50f0052483e05816; paper/sources/report-corrections.json SHA-256 8033afec4a2444d770221c2d1c1f0aa19c029ba63c415d715eb49b679361218d,
facet_evidence,procedural skills,,alphaxiv:2605.09998,Continual Harness,paper,recorded_full_read,FULL_PAPER_READ,"Continual Harness performs reset-free online edits to prompts, subagents, skills, and memory from trajectory windows; the local read summary also flags the risk of retaining harmful shortcuts.","Structured report retained at `paper/sources/reports/2605.09998.txt` (20802 bytes; SHA-256 `81210413790cb223989ce75db2d2da910c8536478259d4815cb56ca2eccb99bb`). Raw arXiv TeX source is retained at `paper/sources/arxiv/2605.09998.tar.gz` (29533124 bytes; SHA-256 `4d855372ed98dc4a61a585aedbc8051967f725e8575bb792a3573c3dc8bdcf5a`), with extracted TeX under `paper/sources/tex/2605.09998` and member manifest `paper/sources/tex/2605.09998/_archive_members.json` (SHA-256 `582fe3031c8085663d5e34842bdd98fbb55fcabc9c76538e1af49f8fb31f96be`). The scoped current-claim locator(s) pass byte, excerpt, and semantic review; broader claims require new locators. Detailed mechanism/result wording remains release-gated, and inherited behavior is not evidence of ARGO efficacy.",Direct ancestry for online edits to skills and other harness artifacts from trajectory windows.,"Restore receipt; evaluate extraction quality, versioning, held-out usefulness, harmful-shortcut retention, rollback, and retirement.",,,paper/sources/report-receipts.json (SHA-256 c1ad0d25ab8fb9376b587f14a9ae9178d161cd6c98cb1964e0f0732a43852702); paper/sources/reports/2605.09998.txt (20802 bytes; SHA-256 81210413790cb223989ce75db2d2da910c8536478259d4815cb56ca2eccb99bb); paper/sources/arxiv-source-receipts.json (SHA-256 b834a623e29036dbe96ff7eee860d8efdb9976db7947ab6f4c3a054f3142f42b); paper/sources/arxiv/2605.09998.tar.gz (29533124 bytes; SHA-256 4d855372ed98dc4a61a585aedbc8051967f725e8575bb792a3573c3dc8bdcf5a); paper/sources/tex/2605.09998/_archive_members.json (SHA-256 582fe3031c8085663d5e34842bdd98fbb55fcabc9c76538e1af49f8fb31f96be); extracted TeX: paper/sources/tex/2605.09998; docs/argo/migration-state.json; docs/argo/research-foundations.md; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154; paper/sources/arxiv-metadata-receipt.json SHA-256 923412f29b30d810527d047b98094d8ffc020a789723f312821b9b09bca3951a,
facet_evidence,procedural skills,,alphaxiv:2608.23552,Prime Agent: A Self-Improving RLM Harness,paper,full_read,FULL_PAPER_READ,"Prime Agent defines the inherited information hierarchy, persistent IPython computation, recursive sessions, daemon continuity, Continual Harness, and long-horizon evaluation substrate.","Structured report retained at `paper/sources/reports/2608.23552.txt` (19150 bytes; SHA-256 `c52ab568da5f1e536e075612097ed3af4b14aec481e2cd7bd90b0b27374bfe93`). Raw arXiv TeX source is retained at `paper/sources/arxiv/2608.23552.tar.gz` (352183 bytes; SHA-256 `d938eb6ba4a9402e8e0bedaa0bd844f8f9813e8c1804762c07037a63629da32f`), with extracted TeX under `paper/sources/tex/2608.23552` and member manifest `paper/sources/tex/2608.23552/_archive_members.json` (SHA-256 `9fe6b3b61d384653e1ff7f0ed82af7e7eae0b6a4e4a905bbbc5133d25db315ec`). The scoped current-claim locator(s) pass byte, excerpt, and semantic review; broader claims require new locators. Architecture efficacy outside the reported tasks is not established.",Ancestry for durable Continual Harness skills and model-facing Python skill execution.,"Restore receipt; separate inherited capability from ARGO promotion policy; test skill identity, dependency/version pinning, and executable-code review.",,,paper/sources/report-receipts.json (SHA-256 c1ad0d25ab8fb9376b587f14a9ae9178d161cd6c98cb1964e0f0732a43852702); paper/sources/reports/2608.23552.txt (19150 bytes; SHA-256 c52ab568da5f1e536e075612097ed3af4b14aec481e2cd7bd90b0b27374bfe93); paper/sources/arxiv-source-receipts.json (SHA-256 b834a623e29036dbe96ff7eee860d8efdb9976db7947ab6f4c3a054f3142f42b); paper/sources/arxiv/2608.23552.tar.gz (352183 bytes; SHA-256 d938eb6ba4a9402e8e0bedaa0bd844f8f9813e8c1804762c07037a63629da32f); paper/sources/tex/2608.23552/_archive_members.json (SHA-256 9fe6b3b61d384653e1ff7f0ed82af7e7eae0b6a4e4a905bbbc5133d25db315ec); extracted TeX: paper/sources/tex/2608.23552; docs/argo/migration-state.json; docs/argo/research-foundations.md; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154; paper/sources/arxiv-metadata-receipt.json SHA-256 923412f29b30d810527d047b98094d8ffc020a789723f312821b9b09bca3951a,
facet_evidence,procedural skills,,alphaxiv:2607.14159,MemoHarness: Agent Harnesses That Learn from Experience,paper candidate,full_read_candidate,DISCOVERY_ONLY,No paper claim is supported. The locally retrieved title/abstract only makes this a candidate for the mapped facet.,"Discovery metadata is not a full read and cannot support detailed method, result, or design-selection claims.","Top full-read candidate for case diagnoses, distilled patterns, retrieval, and per-case harness adaptation.","Focused full read; reproduce on held-out tasks; test attribution, selective transfer, extra-context cost, and contamination.",,,.argo-research/literature/harness-foundations-2026-09-02/corpus-index.json,
facet_evidence,procedural skills,,alphaxiv:2608.16114,HyperSkill: Self-Evolving LLM Agents via Hypergraph-Structured Skill Memory,paper candidate,unscreened,DISCOVERY_ONLY,No paper claim is supported. The locally retrieved title/abstract only makes this a candidate for the mapped facet.,"Discovery metadata is not a full read and cannot support detailed method, result, or design-selection claims.",Discovery candidate for hypergraph-structured reusable skills derived from trajectories.,"Screen/full-read; compare flat skill store versus relational structure; evaluate retrieval precision, compositional reuse, pruning, and failure retention.",,,.argo-research/literature/harness-foundations-2026-09-02/corpus-index.json,
